Question ID,Model,Similarity
74065917,gpt-3.5-turbo,HIGH
74425498,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74425498,gpt-3.5-turbo,HIGH
73616779,meta-llama/Llama-2-7b-chat-hf,LOW
73616779,gpt-3.5-turbo,MEDIUM
73000455,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73000455,gpt-3.5-turbo,VERY HIGH
73297257,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73297257,gpt-3.5-turbo,VERY HIGH
73410047,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73410047,gpt-3.5-turbo,VERY LOW
74363222,meta-llama/Llama-2-7b-chat-hf,HIGH
74363222,gpt-3.5-turbo,HIGH
73443078,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73443078,gpt-3.5-turbo,LOW
73750290,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73750290,gpt-3.5-turbo,MEDIUM
73232841,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73232841,gpt-3.5-turbo,MEDIUM
74053380,meta-llama/Llama-2-7b-chat-hf,LOW
74053380,gpt-3.5-turbo,LOW
73539348,meta-llama/Llama-2-7b-chat-hf,LOW
73539348,gpt-3.5-turbo,LOW
72907961,meta-llama/Llama-2-7b-chat-hf,MEDIUM
72907961,gpt-3.5-turbo,LOW
72849419,meta-llama/Llama-2-7b-chat-hf,MEDIUM
72849419,gpt-3.5-turbo,VERY HIGH
72965331,meta-llama/Llama-2-7b-chat-hf,LOW
72965331,gpt-3.5-turbo,HIGH
73147931,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73147931,gpt-3.5-turbo,VERY HIGH
73369911,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73369911,gpt-3.5-turbo,VERY LOW
73841384,meta-llama/Llama-2-7b-chat-hf,LOW
73841384,gpt-3.5-turbo,VERY HIGH
73704007,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73704007,gpt-3.5-turbo,VERY HIGH
73791548,meta-llama/Llama-2-7b-chat-hf,LOW
73791548,gpt-3.5-turbo,HIGH
74489862,meta-llama/Llama-2-7b-chat-hf,LOW
74489862,gpt-3.5-turbo,MEDIUM
72882674,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
72882674,gpt-3.5-turbo,HIGH
73102323,meta-llama/Llama-2-7b-chat-hf,VERY LOW
73102323,gpt-3.5-turbo,LOW
73223467,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73223467,gpt-3.5-turbo,VERY HIGH
73526145,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73526145,gpt-3.5-turbo,MEDIUM
73961325,meta-llama/Llama-2-7b-chat-hf,HIGH
73961325,gpt-3.5-turbo,VERY HIGH
73034413,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73034413,gpt-3.5-turbo,HIGH
74365144,meta-llama/Llama-2-7b-chat-hf,LOW
74365144,gpt-3.5-turbo,VERY HIGH
73354652,meta-llama/Llama-2-7b-chat-hf,LOW
73354652,gpt-3.5-turbo,HIGH
74405956,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74405956,gpt-3.5-turbo,HIGH
73073571,meta-llama/Llama-2-7b-chat-hf,LOW
73073571,gpt-3.5-turbo,LOW
74603346,meta-llama/Llama-2-7b-chat-hf,LOW
74603346,gpt-3.5-turbo,LOW
73583513,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73583513,gpt-3.5-turbo,VERY HIGH
73436929,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73436929,gpt-3.5-turbo,HIGH
73858913,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73858913,gpt-3.5-turbo,MEDIUM
73964168,meta-llama/Llama-2-7b-chat-hf,VERY LOW
73964168,gpt-3.5-turbo,MEDIUM
74167747,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74167747,gpt-3.5-turbo,HIGH
74349234,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74349234,gpt-3.5-turbo,VERY HIGH
73549943,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73549943,gpt-3.5-turbo,MEDIUM
73290373,meta-llama/Llama-2-7b-chat-hf,VERY LOW
73290373,gpt-3.5-turbo,HIGH
74077744,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74077744,gpt-3.5-turbo,HIGH
73646644,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73646644,gpt-3.5-turbo,VERY HIGH
73277769,meta-llama/Llama-2-7b-chat-hf,LOW
73277769,gpt-3.5-turbo,VERY HIGH
73504314,meta-llama/Llama-2-7b-chat-hf,LOW
73504314,gpt-3.5-turbo,MEDIUM
74318528,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74318528,gpt-3.5-turbo,MEDIUM
73206798,meta-llama/Llama-2-7b-chat-hf,HIGH
73206798,gpt-3.5-turbo,HIGH
73676116,meta-llama/Llama-2-7b-chat-hf,HIGH
73676116,gpt-3.5-turbo,VERY HIGH
73364270,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73364270,gpt-3.5-turbo,HIGH
73760219,meta-llama/Llama-2-7b-chat-hf,VERY LOW
73760219,gpt-3.5-turbo,VERY LOW
73946426,meta-llama/Llama-2-7b-chat-hf,HIGH
73946426,gpt-3.5-turbo,VERY HIGH
73393051,meta-llama/Llama-2-7b-chat-hf,LOW
73393051,gpt-3.5-turbo,MEDIUM
73410719,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73410719,gpt-3.5-turbo,MEDIUM
73611950,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73611950,gpt-3.5-turbo,MEDIUM
73546092,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73546092,gpt-3.5-turbo,MEDIUM
73300008,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73300008,gpt-3.5-turbo,HIGH
74367079,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74367079,gpt-3.5-turbo,VERY HIGH
73766357,meta-llama/Llama-2-7b-chat-hf,LOW
73766357,gpt-3.5-turbo,MEDIUM
73972027,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73972027,gpt-3.5-turbo,MEDIUM
74354445,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74354445,gpt-3.5-turbo,HIGH
74543156,meta-llama/Llama-2-7b-chat-hf,LOW
74543156,gpt-3.5-turbo,HIGH
73525303,meta-llama/Llama-2-7b-chat-hf,HIGH
73525303,gpt-3.5-turbo,LOW
74603229,meta-llama/Llama-2-7b-chat-hf,HIGH
74603229,gpt-3.5-turbo,MEDIUM
73201201,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73201201,gpt-3.5-turbo,MEDIUM
73954718,meta-llama/Llama-2-7b-chat-hf,LOW
73954718,gpt-3.5-turbo,MEDIUM
74590672,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74590672,gpt-3.5-turbo,MEDIUM
73611112,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73611112,gpt-3.5-turbo,HIGH
74406469,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74406469,gpt-3.5-turbo,MEDIUM
74574699,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74574699,gpt-3.5-turbo,LOW
74484753,meta-llama/Llama-2-7b-chat-hf,HIGH
74484753,gpt-3.5-turbo,HIGH
72921785,meta-llama/Llama-2-7b-chat-hf,VERY LOW
72921785,gpt-3.5-turbo,HIGH
74438621,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74438621,gpt-3.5-turbo,VERY LOW
73296988,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73296988,gpt-3.5-turbo,MEDIUM
74173571,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74173571,gpt-3.5-turbo,MEDIUM
73211933,meta-llama/Llama-2-7b-chat-hf,HIGH
73211933,gpt-3.5-turbo,MEDIUM
73805636,meta-llama/Llama-2-7b-chat-hf,LOW
73805636,gpt-3.5-turbo,LOW
74132943,meta-llama/Llama-2-7b-chat-hf,LOW
74132943,gpt-3.5-turbo,MEDIUM
74456405,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74456405,gpt-3.5-turbo,MEDIUM
73367075,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73367075,gpt-3.5-turbo,HIGH
74237232,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74237232,gpt-3.5-turbo,VERY HIGH
74263069,meta-llama/Llama-2-7b-chat-hf,LOW
74263069,gpt-3.5-turbo,HIGH
74214976,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74214976,gpt-3.5-turbo,HIGH
73903529,meta-llama/Llama-2-7b-chat-hf,LOW
73903529,gpt-3.5-turbo,VERY HIGH
73131247,meta-llama/Llama-2-7b-chat-hf,LOW
73131247,gpt-3.5-turbo,LOW
74452093,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74452093,gpt-3.5-turbo,MEDIUM
72929659,meta-llama/Llama-2-7b-chat-hf,MEDIUM
72929659,gpt-3.5-turbo,HIGH
73101069,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73101069,gpt-3.5-turbo,MEDIUM
73977102,meta-llama/Llama-2-7b-chat-hf,HIGH
73977102,gpt-3.5-turbo,VERY HIGH
73316485,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73316485,gpt-3.5-turbo,LOW
72940123,meta-llama/Llama-2-7b-chat-hf,HIGH
72940123,gpt-3.5-turbo,HIGH
73693052,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73693052,gpt-3.5-turbo,VERY LOW
74475086,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74475086,gpt-3.5-turbo,VERY HIGH
73674092,meta-llama/Llama-2-7b-chat-hf,LOW
73674092,gpt-3.5-turbo,VERY HIGH
74571672,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74571672,gpt-3.5-turbo,VERY LOW
73613668,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73613668,gpt-3.5-turbo,MEDIUM
73001297,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73001297,gpt-3.5-turbo,LOW
72970327,meta-llama/Llama-2-7b-chat-hf,MEDIUM
72970327,gpt-3.5-turbo,MEDIUM
73332258,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73332258,gpt-3.5-turbo,VERY HIGH
73907799,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73907799,gpt-3.5-turbo,MEDIUM
73503049,meta-llama/Llama-2-7b-chat-hf,HIGH
73503049,gpt-3.5-turbo,VERY HIGH
73076798,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73076798,gpt-3.5-turbo,HIGH
73067624,meta-llama/Llama-2-7b-chat-hf,LOW
73067624,gpt-3.5-turbo,MEDIUM
73493717,meta-llama/Llama-2-7b-chat-hf,VERY LOW
73493717,gpt-3.5-turbo,HIGH
73581456,meta-llama/Llama-2-7b-chat-hf,LOW
73581456,gpt-3.5-turbo,MEDIUM
73111730,meta-llama/Llama-2-7b-chat-hf,HIGH
73111730,gpt-3.5-turbo,MEDIUM
73870058,meta-llama/Llama-2-7b-chat-hf,HIGH
73870058,gpt-3.5-turbo,VERY HIGH
74244055,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74244055,gpt-3.5-turbo,HIGH
73008559,meta-llama/Llama-2-7b-chat-hf,VERY LOW
73008559,gpt-3.5-turbo,LOW
74328847,meta-llama/Llama-2-7b-chat-hf,LOW
74328847,gpt-3.5-turbo,MEDIUM
73218534,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73218534,gpt-3.5-turbo,VERY HIGH
74162662,meta-llama/Llama-2-7b-chat-hf,LOW
74162662,gpt-3.5-turbo,HIGH
73077152,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73077152,gpt-3.5-turbo,LOW
73060562,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73060562,gpt-3.5-turbo,MEDIUM
74109047,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74109047,gpt-3.5-turbo,VERY LOW
73772360,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73772360,gpt-3.5-turbo,MEDIUM
72901581,meta-llama/Llama-2-7b-chat-hf,HIGH
72901581,gpt-3.5-turbo,MEDIUM
73319080,meta-llama/Llama-2-7b-chat-hf,LOW
73319080,gpt-3.5-turbo,HIGH
73336387,meta-llama/Llama-2-7b-chat-hf,LOW
73336387,gpt-3.5-turbo,LOW
73225767,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73225767,gpt-3.5-turbo,VERY HIGH
73676462,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73676462,gpt-3.5-turbo,VERY HIGH
74286842,meta-llama/Llama-2-7b-chat-hf,LOW
74286842,gpt-3.5-turbo,LOW
74392033,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74392033,gpt-3.5-turbo,LOW
73413953,meta-llama/Llama-2-7b-chat-hf,LOW
73413953,gpt-3.5-turbo,HIGH
74591448,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74591448,gpt-3.5-turbo,MEDIUM
73528506,meta-llama/Llama-2-7b-chat-hf,LOW
73528506,gpt-3.5-turbo,LOW
73397834,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73397834,gpt-3.5-turbo,HIGH
73679367,meta-llama/Llama-2-7b-chat-hf,LOW
73679367,gpt-3.5-turbo,MEDIUM
72938512,meta-llama/Llama-2-7b-chat-hf,LOW
72938512,gpt-3.5-turbo,MEDIUM
74189852,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74189852,gpt-3.5-turbo,HIGH
73851725,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73851725,gpt-3.5-turbo,HIGH
73944185,meta-llama/Llama-2-7b-chat-hf,LOW
73944185,gpt-3.5-turbo,HIGH
73669427,meta-llama/Llama-2-7b-chat-hf,LOW
73669427,gpt-3.5-turbo,VERY LOW
74322206,meta-llama/Llama-2-7b-chat-hf,LOW
74322206,gpt-3.5-turbo,VERY LOW
73543246,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73543246,gpt-3.5-turbo,HIGH
72978467,meta-llama/Llama-2-7b-chat-hf,HIGH
72978467,gpt-3.5-turbo,HIGH
74204364,meta-llama/Llama-2-7b-chat-hf,LOW
74204364,gpt-3.5-turbo,MEDIUM
73573447,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73573447,gpt-3.5-turbo,HIGH
73387665,meta-llama/Llama-2-7b-chat-hf,LOW
73387665,gpt-3.5-turbo,VERY HIGH
73535528,meta-llama/Llama-2-7b-chat-hf,LOW
73535528,gpt-3.5-turbo,LOW
73235410,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73235410,gpt-3.5-turbo,HIGH
74234235,meta-llama/Llama-2-7b-chat-hf,HIGH
74234235,gpt-3.5-turbo,VERY HIGH
74471297,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74471297,gpt-3.5-turbo,VERY HIGH
73616926,meta-llama/Llama-2-7b-chat-hf,LOW
73616926,gpt-3.5-turbo,VERY HIGH
73574161,meta-llama/Llama-2-7b-chat-hf,VERY LOW
73574161,gpt-3.5-turbo,LOW
74598647,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74598647,gpt-3.5-turbo,LOW
74433987,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74433987,gpt-3.5-turbo,HIGH
73315006,meta-llama/Llama-2-7b-chat-hf,LOW
73315006,gpt-3.5-turbo,VERY HIGH
74026877,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74026877,gpt-3.5-turbo,MEDIUM
73185851,meta-llama/Llama-2-7b-chat-hf,HIGH
73185851,gpt-3.5-turbo,MEDIUM
74328779,meta-llama/Llama-2-7b-chat-hf,HIGH
74328779,gpt-3.5-turbo,VERY HIGH
72969739,meta-llama/Llama-2-7b-chat-hf,MEDIUM
72969739,gpt-3.5-turbo,LOW
74472565,meta-llama/Llama-2-7b-chat-hf,LOW
74472565,gpt-3.5-turbo,VERY HIGH
74575521,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74575521,gpt-3.5-turbo,MEDIUM
73102008,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73102008,gpt-3.5-turbo,VERY HIGH
73268456,meta-llama/Llama-2-7b-chat-hf,HIGH
73268456,gpt-3.5-turbo,LOW
74591135,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74591135,gpt-3.5-turbo,VERY HIGH
74199920,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74199920,gpt-3.5-turbo,HIGH
74350679,meta-llama/Llama-2-7b-chat-hf,HIGH
74350679,gpt-3.5-turbo,VERY HIGH
73957101,meta-llama/Llama-2-7b-chat-hf,LOW
73957101,gpt-3.5-turbo,VERY LOW
73987353,meta-llama/Llama-2-7b-chat-hf,LOW
73987353,gpt-3.5-turbo,MEDIUM
74412442,meta-llama/Llama-2-7b-chat-hf,LOW
74412442,gpt-3.5-turbo,MEDIUM
73690166,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73690166,gpt-3.5-turbo,MEDIUM
73810279,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73810279,gpt-3.5-turbo,LOW
73389055,meta-llama/Llama-2-7b-chat-hf,HIGH
73389055,gpt-3.5-turbo,VERY HIGH
74371499,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
74371499,gpt-3.5-turbo,LOW
74086321,meta-llama/Llama-2-7b-chat-hf,VERY LOW
74086321,gpt-3.5-turbo,VERY LOW
74381155,meta-llama/Llama-2-7b-chat-hf,LOW
74381155,gpt-3.5-turbo,HIGH
73270959,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73270959,gpt-3.5-turbo,LOW
73442986,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73442986,gpt-3.5-turbo,MEDIUM
73398477,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73398477,gpt-3.5-turbo,VERY HIGH
73717005,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73717005,gpt-3.5-turbo,LOW
73467227,meta-llama/Llama-2-7b-chat-hf,HIGH
73467227,gpt-3.5-turbo,VERY HIGH
73585351,meta-llama/Llama-2-7b-chat-hf,VERY LOW
73585351,gpt-3.5-turbo,HIGH
73879329,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73879329,gpt-3.5-turbo,MEDIUM
73025557,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73025557,gpt-3.5-turbo,MEDIUM
74083779,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74083779,gpt-3.5-turbo,MEDIUM
74512385,meta-llama/Llama-2-7b-chat-hf,LOW
74512385,gpt-3.5-turbo,HIGH
73537413,meta-llama/Llama-2-7b-chat-hf,HIGH
73537413,gpt-3.5-turbo,MEDIUM
73151371,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73151371,gpt-3.5-turbo,VERY HIGH
74509701,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74509701,gpt-3.5-turbo,HIGH
73709225,meta-llama/Llama-2-7b-chat-hf,HIGH
73709225,gpt-3.5-turbo,LOW
73660116,meta-llama/Llama-2-7b-chat-hf,VERY HIGH
73660116,gpt-3.5-turbo,MEDIUM
74440532,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74440532,gpt-3.5-turbo,VERY HIGH
74587419,meta-llama/Llama-2-7b-chat-hf,LOW
74587419,gpt-3.5-turbo,HIGH
74187884,meta-llama/Llama-2-7b-chat-hf,HIGH
74187884,gpt-3.5-turbo,LOW
72935457,gpt-3.5-turbo,VERY HIGH
72935457,meta-llama/Llama-2-7b-chat-hf,LOW
74587470,gpt-3.5-turbo,MEDIUM
74587470,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73541768,gpt-3.5-turbo,MEDIUM
74002035,gpt-3.5-turbo,HIGH
74002035,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74343850,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74343850,gpt-3.5-turbo,MEDIUM
74118094,meta-llama/Llama-2-7b-chat-hf,MEDIUM
74118094,gpt-3.5-turbo,LOW
73591819,meta-llama/Llama-2-7b-chat-hf,HIGH
73591819,gpt-3.5-turbo,MEDIUM
73651301,meta-llama/Llama-2-7b-chat-hf,MEDIUM
73651301,gpt-3.5-turbo,MEDIUM
73017844,meta-llama/Llama-2-7b-chat-hf,LOW
73017844,gpt-3.5-turbo,MEDIUM
72863142,meta-llama/Llama-2-7b-chat-hf,LOW
72863142,gpt-3.5-turbo,MEDIUM
