question_id,cosine_metric,similarity,llm,version
73316739,0.5231239795684814,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75445007,0.5233874917030334,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74962116,0.5240468978881836,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73546092,0.5241435766220093,LOW,meta-llama/Llama-2-7b-chat-hf,llama
73528506,0.5244625806808472,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75672793,0.5247088670730591,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75119837,0.5247803926467896,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73158541,0.5250146389007568,LOW,gpt-3.5-turbo,chat-gpt-3.5
75915685,0.5251772403717041,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74365692,0.5253371596336365,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75377220,0.5257956385612488,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75652520,0.5276336669921875,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75827366,0.5277349352836609,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74864399,0.5279732942581177,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73669427,0.5285322666168213,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74560568,0.5292724967002869,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73717005,0.5317084789276123,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75198599,0.5319113731384277,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75257103,0.5325266718864441,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75012061,0.5330888628959656,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75642280,0.5336264371871948,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74026877,0.5336853265762329,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75953590,0.5343942046165466,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74481905,0.5347771644592285,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
72863142,0.5350182056427002,LOW,gpt-3.5-turbo,chat-gpt-3.5
75274866,0.535400927066803,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74339986,0.5355614423751831,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74189852,0.5372215509414673,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75881502,0.5378575921058655,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75260382,0.5380882620811462,LOW,gpt-3.5-turbo,chat-gpt-3.5
75238728,0.5386308431625366,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74560568,0.5387897491455078,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
72966905,0.5393322706222534,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73354652,0.5405722856521606,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74244055,0.541455090045929,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75074930,0.5415804982185364,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75644586,0.5418820381164551,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74077744,0.5418840050697327,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74187884,0.5421389937400818,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74743835,0.5422804355621338,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75555522,0.5423610210418701,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74548191,0.5424816608428955,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73810279,0.5433088541030884,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75345766,0.543394148349762,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
72905471,0.5441311001777649,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75909740,0.5441994667053223,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75128735,0.5443882942199707,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75827366,0.5445023775100708,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75686934,0.5448964238166809,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74743227,0.5455957651138306,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73184914,0.5457485318183899,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73270959,0.5457847118377686,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75132488,0.5459797978401184,LOW,meta-llama/Llama-2-7b-chat-hf,llama
72826154,0.546021044254303,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75802587,0.5466848015785217,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73296988,0.5470371842384338,HIGH,gpt-3.5-turbo,chat-gpt-3.5
76034504,0.5471402406692505,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73106769,0.5476275086402893,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73364270,0.5485153794288635,LOW,meta-llama/Llama-2-7b-chat-hf,llama
74743227,0.54856276512146,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73206867,0.5490797162055969,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73225767,0.5495405197143555,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73725448,0.5505954027175903,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75055688,0.5506705641746521,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
76053426,0.5513647794723511,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74587470,0.5514222383499146,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74773637,0.5515326261520386,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74962116,0.5516179800033569,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75768527,0.552152693271637,LOW,gpt-3.5-turbo,chat-gpt-3.5
74041416,0.5528395175933838,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74991186,0.552929162979126,LOW,meta-llama/Llama-2-7b-chat-hf,llama
74916407,0.5530663728713989,LOW,meta-llama/Llama-2-7b-chat-hf,llama
74405956,0.5532497763633728,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73504314,0.5532912015914917,HIGH,gpt-3.5-turbo,chat-gpt-3.5
76046277,0.5532934665679932,LOW,meta-llama/Llama-2-7b-chat-hf,llama
74670948,0.553836464881897,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74877491,0.5543678998947144,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75409618,0.5551750659942627,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73134275,0.5557928085327148,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74297221,0.5558610558509827,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74357958,0.5560951828956604,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
76048911,0.5562021732330322,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74095245,0.5562607645988464,LOW,gpt-3.5-turbo,chat-gpt-3.5
72857296,0.5562739372253418,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74535758,0.5563904047012329,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75477705,0.5576758980751038,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75517381,0.5581738352775574,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73364270,0.5582853555679321,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73144075,0.5587798357009888,LOW,meta-llama/Llama-2-7b-chat-hf,llama
74328847,0.5588647127151489,HIGH,gpt-3.5-turbo,chat-gpt-3.5
76009718,0.559664249420166,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74857640,0.5598090887069702,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73475091,0.5601884126663208,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73547364,0.5605376362800598,LOW,gpt-3.5-turbo,chat-gpt-3.5
73410047,0.5605884194374084,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74999834,0.561119556427002,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75852462,0.5614224672317505,LOW,meta-llama/Llama-2-7b-chat-hf,llama
74284478,0.5615248084068298,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
76028371,0.5615949630737305,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74328779,0.5620145797729492,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75338255,0.5621445178985596,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73354652,0.5621764063835144,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75652520,0.5622120499610901,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74934504,0.5628622770309448,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74187884,0.5631155371665955,LOW,gpt-3.5-turbo,chat-gpt-3.5
74083779,0.5631979703903198,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73316739,0.5633628368377686,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73504314,0.5635185241699219,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75980105,0.5635828375816345,LOW,gpt-3.5-turbo,chat-gpt-3.5
75977888,0.5640869736671448,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74911648,0.5642621517181396,LOW,gpt-3.5-turbo,chat-gpt-3.5
73380316,0.5648335814476013,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75594376,0.5648466348648071,LOW,meta-llama/Llama-2-7b-chat-hf,llama
73611112,0.5649522542953491,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73920596,0.5653170347213745,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74065917,0.5657100081443787,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
72901581,0.5658780336380005,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75974000,0.5661245584487915,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75128735,0.5662777423858643,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75409618,0.5665639638900757,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75056105,0.567281186580658,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73387665,0.5675127506256104,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73300008,0.5680902004241943,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74745783,0.5685901641845703,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73102323,0.5686326622962952,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74484753,0.5690056681632996,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75619912,0.569573163986206,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75377220,0.5699911117553711,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74911648,0.570633053779602,LOW,meta-llama/Llama-2-7b-chat-hf,llama
72925947,0.5716224312782288,LOW,meta-llama/Llama-2-7b-chat-hf,llama
72929659,0.5720138549804688,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75412023,0.5724154710769653,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75958646,0.5731144547462463,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74363222,0.5733366012573242,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73646644,0.5734722018241882,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73987353,0.5739789009094238,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74670948,0.574081540107727,LOW,gpt-3.5-turbo,chat-gpt-3.5
74919045,0.5747553706169128,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75584772,0.5748258233070374,LOW,gpt-3.5-turbo,chat-gpt-3.5
74411450,0.5756430625915527,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75794776,0.5756937265396118,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75441608,0.5757731795310974,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74934504,0.575797975063324,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75312392,0.5759669542312622,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74244055,0.5761022567749023,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73272894,0.5761082172393799,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74873498,0.5761458277702332,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75977888,0.5761893391609192,HIGH,gpt-3.5-turbo,chat-gpt-3.5
72966905,0.5765225291252136,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74776471,0.5767012238502502,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73546092,0.5769604444503784,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75852462,0.5773501396179199,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73436929,0.5773632526397705,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74691834,0.5774930715560913,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75491505,0.5779249668121338,LOW,gpt-3.5-turbo,chat-gpt-3.5
75124044,0.5779798030853271,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74871587,0.5789510011672974,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73964168,0.5790951251983643,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75585439,0.5792615413665771,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74765075,0.5793088674545288,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73413953,0.5794888734817505,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75114654,0.5795587301254272,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75791645,0.5797405242919922,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75686934,0.5797467231750488,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75549944,0.5798488855361938,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74624685,0.5799916982650757,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73179160,0.5802410840988159,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74297221,0.5803359746932983,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73879329,0.5814877152442932,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75056900,0.582099974155426,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73277769,0.5823783278465271,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74083779,0.5825902819633484,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
76048911,0.582838773727417,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75056900,0.5828667879104614,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73528506,0.5829485654830933,VERY HIGH,gpt-3.5-turbo,chat-gpt-3.5
74721482,0.583175539970398,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74382338,0.5835014581680298,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75279839,0.5835636854171753,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74773637,0.5838649868965149,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75648158,0.584547758102417,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73806877,0.5846351385116577,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74354445,0.5852981805801392,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74191220,0.5856319069862366,LOW,gpt-3.5-turbo,chat-gpt-3.5
73669427,0.5863152742385864,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74971911,0.5873810052871704,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74089173,0.5877846479415894,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74997974,0.5882847905158997,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
76040523,0.5883491635322571,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75355962,0.5883816480636597,LOW,meta-llama/Llama-2-7b-chat-hf,llama
76018687,0.5885180234909058,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
72882674,0.5885376930236816,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75448140,0.5891526341438293,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74489862,0.5893169641494751,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75260382,0.589340090751648,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73674092,0.5894328355789185,LOW,gpt-3.5-turbo,chat-gpt-3.5
75441608,0.5895189046859741,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75093391,0.589681088924408,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
76040523,0.5897741913795471,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
76024411,0.5901684761047363,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75534461,0.5901999473571777,VERY LOW,gpt-3.5-turbo,chat-gpt-3.5
75549944,0.5906860828399658,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74778945,0.5907598733901978,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75044024,0.5907765626907349,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73539348,0.5907842516899109,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74306195,0.5908150672912598,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75338255,0.590874195098877,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75627568,0.591254472732544,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74199920,0.5914530158042908,LOW,meta-llama/Llama-2-7b-chat-hf,llama
73336387,0.591859757900238,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73073571,0.5922583341598511,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74777076,0.5923720598220825,LOW,gpt-3.5-turbo,chat-gpt-3.5
74489862,0.5923989415168762,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74935947,0.5924111604690552,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73493717,0.59363853931427,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74368270,0.5936650037765503,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73961325,0.5939734578132629,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75259064,0.5945860147476196,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73585351,0.594707727432251,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74959366,0.5954203009605408,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75554326,0.5964328050613403,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74191220,0.5967500805854797,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75045986,0.5967690944671631,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73272894,0.5968356132507324,LOW,gpt-3.5-turbo,chat-gpt-3.5
74173571,0.5969750881195068,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73073571,0.5971974730491638,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74286842,0.597281813621521,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74595002,0.5973097085952759,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75789993,0.5976730585098267,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73206867,0.5986038446426392,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75928075,0.5986548662185669,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74217317,0.5990105867385864,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73223467,0.599148154258728,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75980105,0.5993515253067017,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74484753,0.5996477007865906,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75259335,0.5998944640159607,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73436929,0.6000247597694397,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
75184994,0.6003711819648743,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74365692,0.6004114747047424,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75410394,0.6006523966789246,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74603346,0.6012121438980103,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73574161,0.6012948155403137,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73077152,0.6012980937957764,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75354216,0.601447343826294,LOW,meta-llama/Llama-2-7b-chat-hf,llama
73717005,0.6015280485153198,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
76018687,0.6015336513519287,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74167747,0.6016514897346497,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75309327,0.6024467945098877,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
72905471,0.6029776334762573,LOW,gpt-3.5-turbo,chat-gpt-3.5
73725448,0.6035293340682983,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73210611,0.6036466956138611,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74535758,0.6038661003112793,LOW,gpt-3.5-turbo,chat-gpt-3.5
73025557,0.604254961013794,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73581456,0.6044392585754395,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75045986,0.6052172183990479,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73443078,0.605366587638855,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75204334,0.605561375617981,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74873498,0.605606734752655,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
73907799,0.6056667566299438,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74677143,0.6057040095329285,LOW,gpt-3.5-turbo,chat-gpt-3.5
74916407,0.6057919263839722,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74794400,0.6061289310455322,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73707930,0.6061620712280273,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73957101,0.6067603826522827,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74569969,0.6069797277450562,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74778945,0.6069892644882202,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75900187,0.6079433560371399,LOW,meta-llama/Llama-2-7b-chat-hf,llama
74991186,0.6081985235214233,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75569999,0.6083166003227234,LOW,gpt-3.5-turbo,chat-gpt-3.5
75903800,0.6094473004341125,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75678528,0.6095291376113892,LOW,meta-llama/Llama-2-7b-chat-hf,llama
73750290,0.6096110343933105,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74354445,0.6096988916397095,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73210611,0.6101186275482178,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75132488,0.610711932182312,HIGH,gpt-3.5-turbo,chat-gpt-3.5
74167747,0.6111050844192505,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74569969,0.6111690402030945,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
75554326,0.6113492846488953,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74574699,0.6113862991333008,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73151371,0.6119323372840881,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75635774,0.6124122142791748,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
72938512,0.6124453544616699,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73144075,0.6126546859741211,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
74425498,0.6127077341079712,LOW,meta-llama/Llama-2-7b-chat-hf,llama
75367179,0.6128482222557068,VERY HIGH,gpt-3.5-turbo,chat-gpt-3.5
75679966,0.6131954193115234,HIGH,gpt-3.5-turbo,chat-gpt-3.5
75902318,0.6134582757949829,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
75074930,0.613714873790741,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
74997974,0.6140844821929932,LOW,gpt-3.5-turbo,chat-gpt-3.5
73368255,0.6142231225967407,HIGH,gpt-3.5-turbo,chat-gpt-3.5
73223467,0.614547848701477,MEDIUM,gpt-3.5-turbo,chat-gpt-3.5
73297257,0.614858090877533,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
73810638,0.6148860454559326,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
72921785,0.6149635314941406,MEDIUM,meta-llama/Llama-2-7b-chat-hf,llama
74864399,0.6150190830230713,HIGH,meta-llama/Llama-2-7b-chat-hf,llama
